,carat,clarity,color,cut,x_dimension,y_dimension,z_dimension,depth,table,price
0,0.21428571428571425, if, d, ideal,0.3529411764705883,0.37168141592920345,0.37799043062200965,0.1666666666666643,0.4779874213836468,3000.0
1,0.35714285714285704, vvs2, e, premium,0.5294117647058825,0.580062599923439,0.5311004784688995,0.44444444444444287,0.8333333333333321,4500.0
2,0.4261083743842364, si2, h, good,0.11764705882352944,0.12389380530973426,0.6176868503547266,0.6111111111111072,0.33333333333333215,700.0
3,0.7142857142857142, if, d, ideal,0.5857454092748211,0.864306784660767,0.8564593301435408,0.27777777777777857,0.6666666666666661,10000.0
4,0.49999999999999994, i1, j, fair,0.6176470588235294,0.580062599923439,0.6172248803827753,0.27777777777777857,0.4779874213836468,2400.0
5,0.4261083743842364, si1, g, very good,0.5882352941176472,0.59882005899705,0.5837320574162679,0.6300705467372154,0.5,4200.0
6,0.21428571428571425, if, d, ideal,0.3529411764705883,0.580062599923439,0.37799043062200965,0.1666666666666643,0.5,3100.0
7,0.14285714285714285, vvs1, f, good,0.26470588235294135,0.2654867256637168,0.2583732057416268,0.6300705467372154,0.4779874213836468,1500.0
9,0.5714285714285714, vvs1, f, ideal,0.7352941176470591,0.580062599923439,0.7607655502392345,0.6300705467372154,0.6666666666666661,7500.0
11,0.14285714285714285, vvs2, g, very good,0.2941176470588238,0.2920353982300883,0.6176868503547266,0.0,0.33333333333333215,1400.0
12,0.4261083743842364, si2, j, fair,0.5294117647058825,0.5368731563421827,0.5406698564593302,0.6300705467372154,0.0,2000.0
13,0.6428571428571428, vvs1, e, premium,0.7941176470588236,0.580062599923439,0.799043062200957,0.6300705467372154,0.5,9200.0
14,0.25, si2, h, good,0.41176470588235303,0.4129793510324482,0.6176868503547266,0.44444444444444287,0.4779874213836468,1800.0
16,0.21428571428571425, si1, g, very good,0.3823529411764708,0.580062599923439,0.37799043062200965,0.6300705467372154,0.33333333333333215,2300.0
18,0.28571428571428564, si2, h, good,0.47058823529411775,0.4808259587020647,0.6176868503547266,0.6300705467372154,0.5,2200.0
19,0.35714285714285704, i1, j, fair,0.5857454092748211,0.5604719764011798,0.5550239234449761,0.22222222222222143,0.4779874213836468,2100.0
20,0.4261083743842364, vvs1, f, ideal,0.6470588235294119,0.6666666666666667,0.7129186602870814,0.3333333333333286,0.5,6000.0
21,0.7857142857142856, si1, g, premium,0.882352941176471,0.580062599923439,0.904306220095694,1.0,1.0,10500.0
22,0.857142857142857, if, d, good,0.9411764705882355,0.9528023598820057,0.6176868503547266,0.6666666666666643,0.8333333333333321,11000.0
23,0.4261083743842364, vvs2, e, good,0.2058823529411764,0.20353982300884943,0.21052631578947367,0.6300705467372154,0.33333333333333215,800.0
24,1.0, i1, i, fair,1.0,1.0,1.0000000000000002,0.6300705467372154,0.0,3400.0
25,0.0, si1, h, very good,0.0,0.0,0.0,0.5,0.4779874213836468,500.0
26,0.1071428571428571, if, g, ideal,0.17647058823529416,0.18584070796460161,0.6176868503547266,0.38888888888888573,0.33333333333333215,1300.0
27,0.4261083743842364, vvs2, g, good,0.2058823529411764,0.580062599923439,0.20095693779904322,0.5555555555555571,0.5,1600.0
28,0.25, i1, j, premium,0.4411764705882355,0.4513274336283184,0.44976076555023936,0.5,0.4779874213836468,2500.0
29,0.4261083743842364, vvs1, d, ideal,0.8235294117647061,0.831858407079646,0.8325358851674645,0.6300705467372154,0.6666666666666661,7700.0
30,0.3214285714285714, si2, colorless, very good,0.5,0.580062599923439,0.5071770334928232,0.6111111111111072,0.6666666666666661,2900.0
31,0.9285714285714284, vvs2, f, good,0.9705882352941178,0.9705014749262535,0.6176868503547266,0.8333333333333357,0.8333333333333321,10800.0
32,0.49999999999999994, si2, h, fair,0.6470588235294119,0.6578171091445426,0.6555023923444976,0.6666666666666643,0.4779874213836468,2600.0
33,0.4261083743842364, vvs1, e, premium,0.882352941176471,0.580062599923439,0.8899521531100476,0.5555555555555571,0.5,9300.0
34,0.17857142857142855, si2, i, good,0.2941176470588238,0.3008849557522124,0.6176868503547266,0.5,0.33333333333333215,1700.0
35,0.28571428571428564, vvs2, g, good,0.47058823529411775,0.471976401179941,0.6176868503547266,0.6300705467372154,0.6666666666666661,2800.0
36,0.4261083743842364, si1, f, very good,0.41176470588235303,0.41887905604719733,0.42583732057416257,0.44444444444444287,0.5,2700.0
37,0.5357142857142856, if, d, ideal,0.7058823529411766,0.580062599923439,0.7129186602870814,0.7777777777777786,0.6666666666666661,9400.0
38,0.607142857142857, si2, j, good,0.7941176470588236,0.7935103244837758,0.6176868503547266,0.8333333333333357,0.4779874213836468,8500.0
39,0.4261083743842364, i1, g, fair,0.5882352941176472,0.580062599923439,0.5933014354066986,0.38888888888888573,0.16666666666666607,2200.0
40,0.17857142857142855, si2, h, ideal,0.26470588235294135,0.2743362831858407,0.2870813397129186,0.5,0.33333333333333215,1500.0
41,0.4261083743842364, if, f, premium,0.6764705882352944,0.580062599923439,0.6842105263157894,0.38888888888888573,0.6666666666666661,5900.0
42,0.46428571428571425, vvs1, i, good,0.5588235294117647,0.5693215339233038,0.6176868503547266,0.5555555555555571,0.16666666666666607,4800.0
43,0.5357142857142856, vvs2, d, good,0.7058823529411766,0.7138643067846606,0.7177033492822968,0.6666666666666643,0.4779874213836468,7300.0
44,0.4261083743842364, si1, e, fair,0.6176470588235294,0.6253687315634218,0.6176868503547266,0.6300705467372154,0.0,2700.0
45,0.1071428571428571, if, g, very good,0.2058823529411764,0.580062599923439,0.21052631578947367,0.44444444444444287,0.5,1400.0
46,0.25, vvs2, j, ideal,0.4411764705882355,0.580062599923439,0.44976076555023936,0.6111111111111072,0.33333333333333215,2600.0
47,0.4261083743842364, i1, d, good,0.26470588235294135,0.2654867256637168,0.26315789473684204,0.3333333333333286,0.4779874213836468,1200.0
48,0.607142857142857, vvs1, f, premium,0.8235294117647061,0.8259587020648969,0.8229665071770336,0.6300705467372154,0.6666666666666661,9500.0
49,0.39285714285714274, si2, g, good,0.5294117647058825,0.5368731563421827,0.6176868503547266,0.7222222222222214,0.5,3800.0
50,0.3214285714285714, si1, colorless, very good,0.5,0.4985250737463125,0.5119617224880384,0.7777777777777786,0.4779874213836468,3300.0
51,0.857142857142857, vvs2, h, good,0.9411764705882355,0.580062599923439,0.9473684210526316,0.8333333333333357,0.8333333333333321,11200.0
52,0.0714285714285714, i1, i, fair,0.1470588235294119,0.15339233038348077,0.6176868503547266,0.5,0.16666666666666607,600.0
53,0.21428571428571425, vvs1, e, premium,0.3823529411764708,0.39233038348082583,0.6176868503547266,0.6300705467372154,0.6666666666666661,2900.0
54,0.7857142857142856, si2, f, good,0.882352941176471,0.580062599923439,0.8851674641148326,0.6111111111111072,0.5,9900.0
55,0.4261083743842364, vvs2, d, good,0.8529411764705883,0.861356932153392,0.8612440191387563,0.6300705467372154,0.8333333333333321,8100.0
56,0.14285714285714285, si1, j, very good,0.26470588235294135,0.2625368731563422,0.26315789473684204,0.5555555555555571,0.4779874213836468,1400.0
57,0.6785714285714284, if, g, ideal,0.7647058823529413,0.580062599923439,0.770334928229665,0.44444444444444287,0.6666666666666661,9800.0
58,0.4261083743842364, i1, h, good,0.5882352941176472,0.5870206489675516,0.5837320574162679,0.6666666666666643,0.4779874213836468,2100.0
59,0.25, si2, i, fair,0.41176470588235303,0.580062599923439,0.42105263157894735,0.5,0.0,1700.0
60,0.28571428571428564, vvs2, d, premium,0.5,0.4985250737463125,0.5119617224880384,0.6300705467372154,0.5,3700.0
61,0.4261083743842364, si1, f, very good,0.6470588235294119,0.6578171091445426,0.6176868503547266,0.5,0.8333333333333321,5000.0
62,0.1071428571428571, i1, g, ideal,0.17647058823529416,0.18584070796460161,0.18181818181818188,0.44444444444444287,0.4779874213836468,900.0
63,0.39285714285714274, vvs1, h, good,0.5588235294117647,0.566371681415929,0.6176868503547266,0.6111111111111072,0.33333333333333215,4600.0
64,0.4261083743842364, si2, e, fair,0.5882352941176472,0.580062599923439,0.5885167464114833,0.5555555555555571,0.0,2500.0
65,0.607142857142857, if, i, premium,0.7941176470588236,0.7964601769911503,0.8038277511961722,0.6300705467372154,0.6666666666666661,9600.0
66,0.14285714285714285, vvs2, j, good,0.2352941176470591,0.2359882005899705,0.2392344497607657,0.5,0.4779874213836468,1800.0
67,0.25, i1, g, very good,0.41176470588235303,0.580062599923439,0.4162679425837319,0.6666666666666643,0.5,2300.0
68,0.4261083743842364, vvs1, h, ideal,0.8529411764705883,0.8554572271386429,0.8612440191387563,0.5555555555555571,0.4779874213836468,7900.0
69,0.35714285714285704, si2, d, good,0.5294117647058825,0.5309734513274336,0.5358851674641147,0.7222222222222214,0.4779874213836468,4000.0
70,0.49999999999999994, si1, colorless, premium,0.6764705882352944,0.6873156342182889,0.6176868503547266,0.6111111111111072,0.8333333333333321,6600.0
71,0.21428571428571425, vvs2, f, good,0.3823529411764708,0.580062599923439,0.3875598086124403,0.7777777777777786,0.6666666666666661,3100.0
72,0.17857142857142855, i1, i, fair,0.26470588235294135,0.2713864306784659,0.2727272727272727,0.6300705467372154,0.0,1100.0
73,0.7142857142857142, vvs1, e, premium,0.8529411764705883,0.580062599923439,0.8564593301435408,0.8333333333333357,0.6666666666666661,10200.0
74,0.3214285714285714, si2, g, good,0.5,0.5014749262536871,0.5071770334928232,0.6300705467372154,0.5,3500.0
75,0.25, vvs2, d, very good,0.4411764705882355,0.580062599923439,0.4449760765550239,0.6666666666666643,0.33333333333333215,2800.0
76,0.7857142857142856, si1, h, ideal,0.882352941176471,0.8938053097345131,0.6176868503547266,0.8888888888888857,0.8333333333333321,9900.0
77,0.39285714285714274, if, f, good,0.5882352941176472,0.580062599923439,0.5933014354066986,0.7222222222222214,0.5,4700.0
78,0.4261083743842364, i1, e, fair,0.6176470588235294,0.580062599923439,0.6220095693779906,0.7777777777777786,0.16666666666666607,2600.0
79,0.21428571428571425, si2, i, very good,0.3529411764705883,0.580062599923439,0.36363636363636354,0.5,0.33333333333333215,2200.0
80,0.46428571428571425, vvs2, e, premium,0.6176470588235294,0.6312684365781711,0.631578947368421,0.6300705467372154,0.6666666666666661,6500.0
81,0.4261083743842364, i1, g, ideal,0.5294117647058825,0.580062599923439,0.5502392344497609,0.6666666666666643,0.33333333333333215,1900.0
82,0.6428571428571428, si2, h, fair,0.7941176470588236,0.7935103244837758,0.6176868503547266,0.7222222222222214,0.0,7100.0
83,0.4261083743842364, vvs1, d, good,0.7058823529411766,0.7168141592920354,0.7224880382775121,0.6300705467372154,0.5,7800.0
84,0.49999999999999994, si1, i, very good,0.6764705882352944,0.580062599923439,0.6889952153110048,0.5555555555555571,0.8333333333333321,6700.0
85,0.21428571428571425, vvs2, f, premium,0.3823529411764708,0.3952802359882006,0.6176868503547266,0.5,0.6666666666666661,3200.0
86,0.4261083743842364, i1, colorless, good,0.47058823529411775,0.580062599923439,0.47846889952153115,0.6111111111111072,0.33333333333333215,2400.0
87,0.14285714285714285, if, g, ideal,0.2352941176470591,0.2359882005899705,0.2392344497607657,0.6300705467372154,0.5,2600.0
88,0.6785714285714284, vvs2, h, fair,0.8235294117647061,0.831858407079646,0.8277511961722488,0.7777777777777786,0.4779874213836468,9200.0
89,0.4261083743842364, si2, e, very good,0.5588235294117647,0.566371681415929,0.6176868503547266,0.6300705467372154,0.16666666666666607,3000.0
90,0.35714285714285704, si1, i, premium,0.5294117647058825,0.5280235988200588,0.5358851674641147,0.8333333333333357,0.6666666666666661,4100.0
91,0.3214285714285714, vvs1, d, good,0.5,0.49557522123893794,0.6176868503547266,0.6666666666666643,0.33333333333333215,3600.0
92,0.75, if, g, ideal,0.8529411764705883,0.580062599923439,0.8612440191387563,0.6300705467372154,0.8333333333333321,10300.0
93,0.25, i1, f, fair,0.41176470588235303,0.580062599923439,0.4162679425837319,0.5,0.0,2300.0
94,0.28571428571428564, si2, e, premium,0.47058823529411775,0.471976401179941,0.6176868503547266,0.5555555555555571,0.5,3400.0
95,0.4261083743842364, vvs2, d, good,0.7352941176470591,0.7463126843657817,0.7464114832535886,0.6300705467372154,0.4779874213836468,8000.0
96,0.39285714285714274, si1, i, very good,0.5882352941176472,0.5870206489675516,0.5933014354066986,0.6111111111111072,0.4779874213836468,4400.0
97,0.857142857142857, vvs1, e, premium,0.9411764705882355,0.580062599923439,0.9521531100478471,0.8333333333333357,0.6666666666666661,11500.0
98,0.4261083743842364, i1, f, good,0.5882352941176472,0.5899705014749261,0.6176868503547266,0.8888888888888857,0.16666666666666607,2500.0
99,0.17857142857142855, si2, h, ideal,0.26470588235294135,0.2654867256637168,0.2679425837320575,0.6300705467372154,0.33333333333333215,1500.0
100,0.5357142857142856, si2, g, very good,0.7058823529411766,0.7138643067846606,0.7224880382775121,0.6300705467372154,0.33333333333333215,6800.0
101,0.607142857142857, i1, colorless, premium,0.8235294117647061,0.8230088495575218,0.6176868503547266,0.7222222222222214,0.5,7300.0
102,0.25, vvs1, h, good,0.41176470588235303,0.4129793510324482,0.6176868503547266,0.5,0.6666666666666661,3100.0
103,0.3214285714285714, si2, i, fair,0.5,0.5014749262536871,0.5023923444976077,0.6300705467372154,0.33333333333333215,3300.0
104,0.4261083743842364, vvs2, e, premium,0.7647058823529413,0.7728613569321532,0.7751196172248807,0.6111111111111072,0.4779874213836468,7700.0
105,0.42857142857142855, if, f, good,0.6176470588235294,0.580062599923439,0.626794258373206,0.6300705467372154,0.5,5900.0
106,0.6785714285714284, si1, g, very good,0.8529411764705883,0.864306784660767,0.8612440191387563,0.7777777777777786,0.6666666666666661,9300.0
107,0.4261083743842364, vvs2, d, fair,0.7352941176470591,0.580062599923439,0.7464114832535886,0.6666666666666643,0.4779874213836468,7900.0
108,0.35714285714285704, si2, h, ideal,0.5294117647058825,0.5280235988200588,0.5311004784688995,0.7222222222222214,0.4779874213836468,4200.0
109,0.7857142857142856, i1, i, premium,0.9117647058823533,0.580062599923439,0.9186602870813398,0.8333333333333357,0.33333333333333215,9800.0
110,0.14285714285714285, vvs1, f, good,0.26470588235294135,0.2595870206489672,0.26315789473684204,0.6300705467372154,0.16666666666666607,2700.0
111,0.4261083743842364, si2, e, good,0.5,0.4985250737463125,0.6176868503547266,0.5555555555555571,0.8333333333333321,2900.0
112,0.46428571428571425, if, d, very good,0.6470588235294119,0.6489675516224187,0.6555023923444976,0.6300705467372154,0.33333333333333215,6500.0
113,0.7142857142857142, vvs2, g, fair,0.882352941176471,0.884955752212389,0.6176868503547266,0.8888888888888857,0.0,10100.0
114,0.21428571428571425, si1, h, premium,0.3529411764705883,0.580062599923439,0.35885167464114853,0.6111111111111072,0.5,3000.0
115,0.607142857142857, i1, i, very good,0.7941176470588236,0.7964601769911503,0.799043062200957,0.6300705467372154,0.6666666666666661,7400.0
116,0.17857142857142855, vvs2, e, good,0.2941176470588238,0.580062599923439,0.29186602870813405,0.6666666666666643,0.16666666666666607,2600.0
117,0.39285714285714274, si2, f, ideal,0.5588235294117647,0.5545722713864305,0.5645933014354068,0.6300705467372154,0.33333333333333215,4600.0
118,0.4261083743842364, if, g, premium,0.7058823529411766,0.7050147492625369,0.6176868503547266,0.7222222222222214,0.5,7200.0
119,0.28571428571428564, vvs1, h, good,0.47058823529411775,0.471976401179941,0.6176868503547266,0.5,0.33333333333333215,3600.0
120,0.49999999999999994, si2, h, premium,0.6764705882352944,0.6843657817109143,0.6842105263157894,0.6300705467372154,0.8333333333333321,6800.0
121,0.6428571428571428, vvs1, e, very good,0.8235294117647061,0.580062599923439,0.8325358851674645,0.5555555555555571,0.33333333333333215,9500.0
122,0.4261083743842364, if, i, good,0.7647058823529413,0.7758112094395277,0.7799043062200959,0.6300705467372154,0.6666666666666661,7600.0
123,0.17857142857142855, si1, f, fair,0.2941176470588238,0.2920353982300883,0.6176868503547266,0.7222222222222214,0.0,2100.0
124,0.35714285714285704, vvs2, g, ideal,0.5294117647058825,0.580062599923439,0.5406698564593302,0.6666666666666643,0.16666666666666607,4300.0
125,0.4261083743842364, i1, colorless, premium,0.4411764705882355,0.44837758112094384,0.44976076555023936,0.6300705467372154,0.33333333333333215,2200.0
126,0.42857142857142855, vvs2, h, very good,0.6176470588235294,0.580062599923439,0.626794258373206,0.8333333333333357,0.5,6300.0
127,0.75, si2, d, good,0.882352941176471,0.580062599923439,0.8851674641148326,0.6300705467372154,0.6666666666666661,10400.0
128,0.25, si1, i, fair,0.4411764705882355,0.4424778761061945,0.4401913875598087,0.7777777777777786,0.4779874213836468,2800.0
129,0.4261083743842364, vvs1, e, premium,0.7058823529411766,0.580062599923439,0.7129186602870814,0.6111111111111072,0.8333333333333321,7800.0
130,0.3214285714285714, i1, g, very good,0.5,0.49557522123893794,0.5071770334928232,0.6300705467372154,0.33333333333333215,3400.0
131,0.7857142857142856, si2, h, fair,0.9117647058823533,0.580062599923439,0.9186602870813398,0.8333333333333357,0.6666666666666661,10200.0
132,0.21428571428571425, vvs1, i, ideal,0.3823529411764708,0.38348082595870214,0.6176868503547266,0.8888888888888857,0.16666666666666607,3200.0
133,0.46428571428571425, si2, f, very good,0.6470588235294119,0.654867256637168,0.6555023923444976,0.6300705467372154,0.5,6400.0
134,0.4261083743842364, i1, g, good,0.5,0.580062599923439,0.5023923444976077,0.6666666666666643,0.8333333333333321,2300.0
135,0.607142857142857, vvs2, e, ideal,0.7941176470588236,0.8053097345132743,0.8038277511961722,0.7777777777777786,0.4779874213836468,9300.0
136,0.14285714285714285, si1, f, fair,0.2352941176470591,0.580062599923439,0.2440191387559809,0.5,0.33333333333333215,2400.0
137,0.7142857142857142, vvs1, g, premium,0.8529411764705883,0.580062599923439,0.8564593301435408,0.6300705467372154,0.6666666666666661,10100.0
138,0.4261083743842364, i1, h, very good,0.5882352941176472,0.5870206489675516,0.5933014354066986,0.7222222222222214,0.5,2600.0
139,0.39285714285714274, si2, i, good,0.5882352941176472,0.5899705014749261,0.5885167464114833,0.6300705467372154,0.33333333333333215,4500.0
140,0.5357142857142856, vvs2, g, ideal,0.7352941176470591,0.7433628318584071,0.7464114832535886,0.6300705467372154,0.6666666666666661,6900.0
141,0.6785714285714284, si1, f, very good,0.882352941176471,0.8820058997050144,0.8899521531100476,0.6300705467372154,0.33333333333333215,9600.0
142,0.25, vvs1, h, fair,0.41176470588235303,0.580062599923439,0.42105263157894735,0.6111111111111072,0.8333333333333321,3100.0
143,0.4261083743842364, if, i, premium,0.7647058823529413,0.7758112094395277,0.7751196172248807,0.7777777777777786,0.4779874213836468,7700.0
144,0.3214285714285714, si2, e, good,0.5,0.4985250737463125,0.5071770334928232,0.6300705467372154,0.33333333333333215,3300.0
145,0.42857142857142855, i1, g, fair,0.6470588235294119,0.6460176991150441,0.6176868503547266,0.7222222222222214,0.5,4000.0
146,0.4261083743842364, vvs2, h, premium,0.7647058823529413,0.7787610619469025,0.7799043062200959,0.8333333333333357,0.6666666666666661,7900.0
147,0.7857142857142856, si1, colorless, very good,0.9411764705882355,0.580062599923439,0.9473684210526316,0.6300705467372154,0.33333333333333215,10300.0
148,0.35714285714285704, vvs1, i, fair,0.5588235294117647,0.5545722713864305,0.5645933014354068,0.6300705467372154,0.16666666666666607,4300.0
149,0.14285714285714285, si2, f, premium,0.26470588235294135,0.2625368731563422,0.6176868503547266,0.6666666666666643,0.6666666666666661,2100.0
150,0.607142857142857, i1, g, good,0.8235294117647061,0.8230088495575218,0.8277511961722488,0.6300705467372154,0.33333333333333215,7400.0
151,0.46428571428571425, vvs2, h, fair,0.6764705882352944,0.6843657817109143,0.6176868503547266,0.5555555555555571,0.5,6500.0
152,0.4261083743842364, si1, i, very good,0.5294117647058825,0.5309734513274336,0.5311004784688995,0.8888888888888857,0.4779874213836468,4100.0
153,0.17857142857142855, vvs1, g, ideal,0.2941176470588238,0.580062599923439,0.2966507177033493,0.5,0.8333333333333321,2600.0
154,0.7142857142857142, si2, f, premium,0.882352941176471,0.8820058997050144,0.8899521531100476,0.7222222222222214,0.33333333333333215,10100.0
155,0.21428571428571425, vvs1, i, fair,0.3529411764705883,0.36283185840707954,0.6176868503547266,0.7777777777777786,0.5,3200.0
156,0.28571428571428564, si1, g, very good,0.47058823529411775,0.4808259587020647,0.4832535885167464,0.6300705467372154,0.33333333333333215,3500.0
157,0.857142857142857, vvs2, h, good,0.9705882352941178,0.580062599923439,0.9760765550239234,0.8333333333333357,0.6666666666666661,12000.0
158,0.4261083743842364, if, i, fair,0.7352941176470591,0.7433628318584071,0.7464114832535886,0.6300705467372154,0.16666666666666607,8000.0
159,0.39285714285714274, si1, f, premium,0.5882352941176472,0.5958702064896755,0.598086124401914,0.6111111111111072,0.8333333333333321,4600.0
160,0.6428571428571428, vvs2, f, fair,0.8529411764705883,0.8554572271386429,0.8612440191387563,0.6300705467372154,0.5,9400.0
161,0.14285714285714285, si1, i, premium,0.2352941176470591,0.2359882005899705,0.6176868503547266,0.5555555555555571,0.16666666666666607,2200.0
162,0.4261083743842364, i1, g, very good,0.4411764705882355,0.45427728613569296,0.44976076555023936,0.6300705467372154,0.8333333333333321,2400.0
163,0.39285714285714274, vvs1, h, good,0.5882352941176472,0.5899705014749261,0.6176868503547266,0.8333333333333357,0.33333333333333215,4400.0
164,0.8214285714285714, si2, e, ideal,0.9705882352941178,0.580062599923439,0.9808612440191389,0.8888888888888857,0.5,10700.0
165,0.4261083743842364, vvs1, i, fair,0.7941176470588236,0.8023598820058997,0.8038277511961722,0.7777777777777786,0.16666666666666607,7900.0
166,0.49999999999999994, si2, g, premium,0.7058823529411766,0.7138643067846606,0.7129186602870814,0.6300705467372154,0.6666666666666661,6900.0
167,0.28571428571428564, if, h, very good,0.47058823529411775,0.471976401179941,0.47846889952153115,0.6300705467372154,0.33333333333333215,3600.0
168,0.4261083743842364, i1, i, ideal,0.5294117647058825,0.580062599923439,0.5358851674641147,0.6666666666666643,0.5,2500.0
169,0.46428571428571425, vvs2, f, premium,0.6764705882352944,0.580062599923439,0.6842105263157894,0.6300705467372154,0.8333333333333321,6600.0
170,0.75, si2, g, fair,0.882352941176471,0.8908554572271385,0.6176868503547266,0.6111111111111072,0.6666666666666661,10500.0
171,0.21428571428571425, vvs1, h, very good,0.3823529411764708,0.580062599923439,0.3875598086124403,0.5,0.5,3100.0
172,0.5357142857142856, si2, d, good,0.7352941176470591,0.734513274336283,0.7416267942583732,0.6300705467372154,0.33333333333333215,7100.0
173,0.4261083743842364, if, i, very good,0.7352941176470591,0.580062599923439,0.7511961722488039,0.5555555555555571,0.6666666666666661,7600.0
174,0.17857142857142855, vvs1, e, premium,0.26470588235294135,0.2713864306784659,0.6176868503547266,0.7222222222222214,0.16666666666666607,2500.0
175,0.7857142857142856, si1, g, ideal,0.9117647058823533,0.9203539823008846,0.9234449760765548,0.6300705467372154,0.5,9900.0
176,0.4261083743842364, vvs2, h, fair,0.7941176470588236,0.8053097345132743,0.6176868503547266,0.7777777777777786,0.6666666666666661,8100.0
177,0.35714285714285704, si2, i, very good,0.5588235294117647,0.5545722713864305,0.5598086124401915,0.6300705467372154,0.33333333333333215,4200.0
178,0.25, vvs1, f, good,0.4411764705882355,0.43952802359881993,0.6176868503547266,0.6666666666666643,0.8333333333333321,3300.0
179,0.7142857142857142, i1, g, premium,0.8529411764705883,0.861356932153392,0.8612440191387563,0.8333333333333357,0.4779874213836468,10100.0
180,0.607142857142857, vvs2, f, very good,0.7941176470588236,0.8141592920353982,0.8133971291866031,0.6300705467372154,0.6666666666666661,9200.0
181,0.1071428571428571, si1, i, premium,0.17647058823529416,0.17699115044247793,0.6176868503547266,0.6111111111111072,0.33333333333333215,2100.0
183,0.42857142857142855, vvs1, h, fair,0.6176470588235294,0.6253687315634218,0.626794258373206,0.6300705467372154,0.6666666666666661,4900.0
185,0.4261083743842364, vvs1, h, good,0.7647058823529413,0.7758112094395277,0.7751196172248807,0.7777777777777786,0.4779874213836468,7900.0
186,0.21428571428571425, si2, e, premium,0.3529411764705883,0.359882005899705,0.6176868503547266,0.7222222222222214,0.16666666666666607,2900.0
188,0.8214285714285714, i1, i, ideal,0.9411764705882355,0.9528023598820057,0.9521531100478471,0.6300705467372154,0.33333333333333215,9900.0
190,0.3214285714285714, si2, f, very good,0.47058823529411775,0.580062599923439,0.47846889952153115,0.6300705467372154,0.5,3400.0
191,0.6785714285714284, vvs1, g, premium,0.8529411764705883,0.8731563421828907,0.8708133971291867,0.8333333333333357,0.4779874213836468,9800.0
192,0.14285714285714285, si2, h, fair,0.2352941176470591,0.580062599923439,0.2392344497607657,0.5,0.6666666666666661,2000.0
193,0.4261083743842364, vvs2, e, good,0.7058823529411766,0.580062599923439,0.7129186602870814,0.6300705467372154,0.6666666666666661,7700.0
194,0.5357142857142856, si1, g, ideal,0.7352941176470591,0.7463126843657817,0.7416267942583732,0.6300705467372154,0.33333333333333215,7100.0
195,0.17857142857142855, si1, f, very good,0.2941176470588238,0.29498525073746285,0.6176868503547266,0.6666666666666643,0.8333333333333321,2300.0
196,0.75, vvs2, h, good,0.882352941176471,0.580062599923439,0.8899521531100476,0.6300705467372154,0.16666666666666607,10400.0
198,0.46428571428571425, si2, e, fair,0.6470588235294119,0.6607669616519172,0.6555023923444976,0.6300705467372154,0.6666666666666661,6300.0
199,0.4261083743842364, vvs1, g, very good,0.7352941176470591,0.7492625368731562,0.7464114832535886,0.7222222222222214,0.4779874213836468,7500.0
